headerdatestamp|headeridentifier|headersetSpec|metadata.mods.accessCondition#text|metadata.mods.accessCondition@type|metadata.mods.accessCondition@xlink:href|metadata.mods.identifier#text|metadata.mods.identifier@type|metadata.mods.language.languageTerm#text|metadata.mods.language.languageTerm@authority|metadata.mods.language.languageTerm@type|metadata.mods.location.holdingSimple.copyInformationshelfLocator|metadata.mods.location.url.0#text|metadata.mods.location.url.0@access|metadata.mods.location.url.0@usage|metadata.mods.location.url.1#text|metadata.mods.location.url.1@access|metadata.mods.locationphysicalLocation|metadata.mods.locationshelfLocator|metadata.mods.name.0.roleroleTerm|metadata.mods.name.0@authority|metadata.mods.name.0@valueURI|metadata.mods.name.0namePart|metadata.mods.name.1.roleroleTerm|metadata.mods.name.1@authority|metadata.mods.name.1@valueURI|metadata.mods.name.1namePart|metadata.mods.name.role.roleTerm#text|metadata.mods.name.role.roleTerm@authority|metadata.mods.name.role.roleTerm@type|metadata.mods.name.role.roleTerm@valueURI|metadata.mods.name.roleroleTerm|metadata.mods.name@authority|metadata.mods.name@valueURI|metadata.mods.namenamePart|metadata.mods.note#text|metadata.mods.note.0|metadata.mods.note.0#text|metadata.mods.note.0@type|metadata.mods.note.1|metadata.mods.note.1#text|metadata.mods.note.1@displayLabel|metadata.mods.note.1@type|metadata.mods.note.2#text|metadata.mods.note.2@displayLabel|metadata.mods.note@displayLabel|metadata.mods.originInfo.dateCreated.0|metadata.mods.originInfo.dateCreated.1#text|metadata.mods.originInfo.dateCreated.1@encoding|metadata.mods.originInfo.dateCreated.1@keyDate|metadata.mods.originInfo.place.placeTerm#text|metadata.mods.originInfo.place.placeTerm@type|metadata.mods.originInfodateCreated|metadata.mods.physicalDescription.form#text|metadata.mods.physicalDescription.form@authority|metadata.mods.physicalDescription.form@valueURI|metadata.mods.physicalDescriptiondigitalOrigin|metadata.mods.physicalDescriptionextent|metadata.mods.physicalDescriptionform|metadata.mods.recordInfo.languageOfCataloging.languageTerm#text|metadata.mods.recordInfo.languageOfCataloging.languageTerm@authority|metadata.mods.recordInfo.languageOfCataloging.languageTerm@type|metadata.mods.recordInforecordContentSource|metadata.mods.recordInforecordIdentifier|metadata.mods.recordInforecordOrigin|metadata.mods.relatedItem.0.identifier#text|metadata.mods.relatedItem.0.identifier@type|metadata.mods.relatedItem.0.titleInfotitle|metadata.mods.relatedItem.0@displayLabel|metadata.mods.relatedItem.0@type|metadata.mods.relatedItem.1.identifier#text|metadata.mods.relatedItem.1.identifier@type|metadata.mods.relatedItem.1.titleInfotitle|metadata.mods.relatedItem.1@displayLabel|metadata.mods.relatedItem.1@type|metadata.mods.subject.0.namenamePart|metadata.mods.subject.0topic|metadata.mods.subject.1.name@authority|metadata.mods.subject.1.name@valueURI|metadata.mods.subject.1.namenamePart|metadata.mods.subject.1geographic|metadata.mods.subject.1topic|metadata.mods.subject.2.name@authority|metadata.mods.subject.2.name@valueURI|metadata.mods.subject.2.namenamePart|metadata.mods.subject.3.namenamePart|metadata.mods.subject.4.namenamePart|metadata.mods.subject.5.namenamePart|metadata.mods.subject.namenamePart|metadata.mods.subjecttopic|metadata.mods.titleInfo.0title|metadata.mods.titleInfo.1@type|metadata.mods.titleInfo.1title|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xs|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modsabstract|metadata.modsgenre|metadata.modstypeOfResource
2020-05-28T03:01:28Z|scopes_1316|scopes|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_000416_000158|filename|zxx|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1316|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1316/datastream/TN/view|preview|University of Tennessee, Knoxville.  Special Collections|Box 5, Folder 7|    |    |    |    |    |    |    |    |    |    |    |    |Photographer|    |    |unknown|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |    |    |    |    |    |dpn|    |    |    |    |Dayton, TN|text|[1925]|    |    |    |reformatted digital|1 photograph, notes on reverse (2 total pages)|photographs|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|    |Created and edited in general conformance to MODS Guidelines (Version 3.5).|MPA.0136|local|Sue K. Hicks Papers|Collection|host|    |    |Of Monkeys and Men: Public and Private Views from the Scopes Trial|Project|host|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Scopes, John Thomas--Trials, litigation, etc.|    |    |    |Darrow addressing jury|    |http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Courtroom photograph|    |    
2020-05-28T03:01:28Z|scopes_1473|scopes|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_000416_000292|filename|eng|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1473|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1473/datastream/TN/view|preview|University of Tennessee, Knoxville.  Special Collections|Box 5, Folder 9|    |    |    |    |    |    |    |    |    |    |    |    |Creator|    |    |Hicks, Herbert E.|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |    |    |    |    |    |dpn|    |    |    |    |Dayton, TN|text|6/26/1925|    |    |    |reformatted digital|1 letter (1 page)|correspondence|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|    |Created and edited in general conformance to MODS Guidelines (Version 3.5).|MPA.0136|local|Sue K. Hicks Papers|Collection|host|    |    |Of Monkeys and Men: Public and Private Views from the Scopes Trial|Project|host|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Scopes, John Thomas--Trials, litigation, etc.|    |    |    |Letter from Hicks & Hicks to Thomas Elder|    |http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Acknowledges receipt of clippings, pamphlet, suggestions.|    |    
2020-05-28T03:01:28Z|scopes_1378|scopes|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_000416_000235|filename|eng|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1378|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1378/datastream/TN/view|preview|University of Tennessee, Knoxville.  Special Collections|Box 5, Folder 9|    |    |    |    |    |    |    |    |    |    |    |    |Creator|lcnaf| http://id.loc.gov/authorities/names/no2016128242|Hicks, Sue Kerr, 1895-1980|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |    |    |    |    |    |dpn|    |    |    |    |Dayton, TN|text|6/9/1925|    |    |    |reformatted digital|1 letter (1 page)|correspondence|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|    |Created and edited in general conformance to MODS Guidelines (Version 3.5).|MPA.0136|local|Sue K. Hicks Papers|Collection|host|    |    |Of Monkeys and Men: Public and Private Views from the Scopes Trial|Project|host|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Scopes, John Thomas--Trials, litigation, etc.|    |    |    |Letter from Hicks & Hicks to A. A. Stevens|    |http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Accepts offer of manuscript, inquires as to Stevens' willingness to appear at trial if desired.|    |    
2020-05-28T03:01:28Z|scopes_1854|scopes|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_000416_000304|filename|eng|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1854|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1854/datastream/TN/view|preview|University of Tennessee, Knoxville.  Special Collections|Box 5, Folder 9|    |    |    |    |    |    |    |    |    |    |    |    |Creator|    |    |Blair, Mrs. E.P.|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |    |    |    |    |    |dpn|    |    |    |    |Nashville, TN|text|6/29/1925|    |    |    |reformatted digital|1 letter (2 pages)|correspondence|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|    |Created and edited in general conformance to MODS Guidelines (Version 3.5).|MPA.0136|local|Sue K. Hicks Papers|Collection|host|    |    |Of Monkeys and Men: Public and Private Views from the Scopes Trial|Project|host|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Scopes, John Thomas--Trials, litigation, etc.|    |    |    |"Letter from Mrs. E.P. Blair to ""S.H. Hicks"""|    |http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Bemoans moral degradation due to evolution, encloses article and self-written poem, offers to have copies printed if desired.|    |    
2020-05-28T03:01:28Z|scopes_1679|scopes|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_000416_000358|filename|eng|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1679|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1679/datastream/TN/view|preview|University of Tennessee, Knoxville.  Special Collections|Box 5, Folder 10|    |    |    |    |    |    |    |    |    |    |    |    |Creator|    |    |Zimerman, D.|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |    |    |    |    |    |dpn|    |    |    |    |La Cygne, KS|text|7/3/1925|    |    |    |reformatted digital|1 letter (1 page)|correspondence|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|    |Created and edited in general conformance to MODS Guidelines (Version 3.5).|MPA.0136|local|Sue K. Hicks Papers|Collection|host|    |    |Of Monkeys and Men: Public and Private Views from the Scopes Trial|Project|host|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Scopes, John Thomas--Trials, litigation, etc.|    |    |    |Letter from D. Zimerman to S.K. Hicks|    |http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Encloses manuscript for possible use in trial and note for Bryan|    |    
2020-05-28T03:01:28Z|scopes_111|scopes|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_000128_000229_0001|local|zxx|iso639-2b|code|Box 1, Folder 1|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A111|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A111/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|    |    |    |    |    |    |    |    |    |Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |    |unknown|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |    |    |    |    |    |dpn|1925|1925|edtf|yes|    |    |    |photographs|aat|http://vocab.getty.edu/aat/300046300|    |    |    |eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4401|Created and edited in general conformance to MODS Guidelines (Version 3.5).|    |    |Of Monkeys and Men: Public and Private Views from the Scopes Trial|Project|host|MS.1091|local|W.C. Robinson Collection of Scopes Trial Photographs, circa 1925, circa 1976|Collection|host|Scopes Trial|    |naf|http://id.loc.gov/authorities/names/n79041823|Scopes, John Thomas|    |    |naf|http://id.loc.gov/authorities/names/n80044871|Bryan, William Jennings, 1860-1925|Robinson, Wallace Clarke, 1920-1995|Robinson, Frank Earle, 1881-1957|Robinson, Frank Earle, 1881-1957|    |    |    |    |    |Scene at the Time of Sentencing|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Scopes Trial Photographs, circa 1925, A-61 (6A), Scene at the Time of Sentencing|    |still image
2020-05-28T03:01:28Z|scopes_1684|scopes|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_000416_000356|filename|eng|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1684|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1684/datastream/TN/view|preview|University of Tennessee, Knoxville.  Special Collections|Box 5, Folder 10|    |    |    |    |    |    |    |    |    |    |    |    |Creator|    |    |Christley, A.M.|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |    |    |    |    |    |dpn|    |    |    |    |Butler, PA|text|7/27/1925|    |    |    |reformatted digital|1 letter (1 page)|correspondence|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|    |Created and edited in general conformance to MODS Guidelines (Version 3.5).|MPA.0136|local|Sue K. Hicks Papers|Collection|host|    |    |Of Monkeys and Men: Public and Private Views from the Scopes Trial|Project|host|    |    |    |    |    |    |    |    |    |    |    |    |    |"Bryan, William Jennings, 1860-1925 | http://id.loc.gov/authorities/names/n80044871"|    |    |    |    |Letter from A.M. Christley to Sue Hicks|    |http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Expresses regret at Bryan's passing, inquires about receiving a copy of his Scopes speech.|    |    
2020-05-28T03:01:28Z|scopes_1183|scopes|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_000416_000105|filename|eng|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1183|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1183/datastream/TN/view|preview|University of Tennessee, Knoxville.  Special Collections|Box 5, Folder 4|    |    |    |    |    |    |    |    |    |    |    |    |Attributed name|lcnaf| http://id.loc.gov/authorities/names/no2016128242|Hicks, Sue Kerr, 1895-1980|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |    |    |    |    |    |dpn|    |    |    |    |    |    |unknown|    |    |    |reformatted digital|1 page|clippings (information artifacts)|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|    |Created and edited in general conformance to MODS Guidelines (Version 3.5).|MPA.0136|local|Sue K. Hicks Papers|Collection|host|    |    |Of Monkeys and Men: Public and Private Views from the Scopes Trial|Project|host|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Bible and evolution|    |    |    |"""James Russell Lowell, some years ago..."""|    |http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Pasted clippings and collected quotes promoting the Bible over science, skepticism and agnosticism.|    |    
2020-05-28T03:01:28Z|scopes_1540|scopes|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_000416_000263|filename|eng|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1540|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1540/datastream/TN/view|preview|University of Tennessee, Knoxville.  Special Collections|Box 5, Folder 9|    |    |    |    |    |    |    |    |    |    |    |    |Creator|    |    |Banyon, Willard J.|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |    |    |    |    |    |dpn|    |    |    |    |St. Joseph, MI|text|6/18/1925|    |    |    |reformatted digital|1 letter (1 page)|correspondence|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|    |Created and edited in general conformance to MODS Guidelines (Version 3.5).|MPA.0136|local|Sue K. Hicks Papers|Collection|host|    |    |Of Monkeys and Men: Public and Private Views from the Scopes Trial|Project|host|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Scopes, John Thomas--Trials, litigation, etc.|    |    |    |Letter from Willard J. Banyon to Sue K. Hicks|    |http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Encloses clippings and cartoons, offers to send $10 to contribute to John W. Butler's travel expenses for the trial.|    |    
2020-05-28T03:01:28Z|scopes_1325|scopes|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_000416_000155|filename|zxx|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1325|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1325/datastream/TN/view|preview|University of Tennessee, Knoxville.  Special Collections|Box 5, Folder 7|    |    |    |    |    |    |    |    |    |    |    |    |Photographer|    |    |unknown|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |    |    |    |    |    |dpn|    |    |    |    |Dayton, TN|text|7/21/1960|    |    |    |reformatted digital|1 photograph, notes on reverse (2 total pages)|photographs|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|    |Created and edited in general conformance to MODS Guidelines (Version 3.5).|MPA.0136|local|Sue K. Hicks Papers|Collection|host|    |    |Of Monkeys and Men: Public and Private Views from the Scopes Trial|Project|host|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Scopes, John Thomas--Trials, litigation, etc.|    |    |    |Recreation photograph|    |http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Sue Hicks, Scopes, two reporters and Wallace Haggard visited the courthouse 35 years later.|    |    
2020-05-28T03:01:28Z|scopes_180|scopes|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_000128_000298_0001|local|zxx|iso639-2b|code|Box 1, Folder 2|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A180|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A180/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|    |    |    |    |    |    |    |    |    |Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |    |unknown|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |    |    |    |    |    |dpn|1925|1925|edtf|yes|    |    |    |photographs|aat|http://vocab.getty.edu/aat/300046300|    |    |    |eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4470|Created and edited in general conformance to MODS Guidelines (Version 3.5).|    |    |Of Monkeys and Men: Public and Private Views from the Scopes Trial|Project|host|MS.1091|local|W.C. Robinson Collection of Scopes Trial Photographs, circa 1925, circa 1976|Collection|host|Scopes Trial|    |naf|http://id.loc.gov/authorities/names/n79041823|Scopes, John Thomas|    |    |naf|http://id.loc.gov/authorities/names/n80044871|Bryan, William Jennings, 1860-1925|Robinson, Wallace Clarke, 1920-1995|Robinson, Frank Earle, 1881-1957|Robinson, Frank Earle, 1881-1957|    |    |    |    |    |Men Standing|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Scopes Trial Photographs, circa 1925, A-55 (16A), Men Standing (left to right):, C. W. Tolliver, Carl Patton, Bert Wilbur, Squire W. N. Morgan|    |still image
2020-05-28T03:01:28Z|scopes_668|scopes|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_000416_000057|filename|eng|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/scopes%3A668|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A668/datastream/TN/view|preview|University of Tennessee, Knoxville.  Special Collections|Box 5, Folder 3|    |    |    |    |    |    |    |    |    |    |    |    |Creator|    |    |unknown|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |    |    |    |    |    |dpn|    |    |    |    |Dayton, TN|text|[1925]|    |    |    |reformatted digital|1 manuscript (1 page, 14 in x 8 1/2 in)|manuscripts (document genre)|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|    |Created and edited in general conformance to MODS Guidelines (Version 3.5).|MPA.0136|local|Sue K. Hicks Papers|Collection|host|    |    |Of Monkeys and Men: Public and Private Views from the Scopes Trial|Project|host|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Scopes, John Thomas--Trials, litigation, etc.|    |    |    |Citations Used in Evolution Case|    |http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Typewritten list of six citations; a seventh item does not contain a specific reference.|    |    
2020-05-28T03:01:28Z|scopes_93|scopes|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_000128_000211_0001|local|zxx|iso639-2b|code|Box 1, Folder 1|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A93|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A93/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|    |    |    |    |    |    |    |    |    |Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |    |unknown|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |    |    |    |    |    |dpn|1925|1925|edtf|yes|    |    |    |photographs|aat|http://vocab.getty.edu/aat/300046300|    |    |    |eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4383|Created and edited in general conformance to MODS Guidelines (Version 3.5).|    |    |Of Monkeys and Men: Public and Private Views from the Scopes Trial|Project|host|MS.1091|local|W.C. Robinson Collection of Scopes Trial Photographs, circa 1925, circa 1976|Collection|host|Scopes Trial|    |naf|http://id.loc.gov/authorities/names/n79041823|Scopes, John Thomas|    |    |naf|http://id.loc.gov/authorities/names/n80044871|Bryan, William Jennings, 1860-1925|Robinson, Wallace Clarke, 1920-1995|Robinson, Frank Earle, 1881-1957|Robinson, Frank Earle, 1881-1957|    |    |    |    |    |George W. Rappleyea|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Scopes Trial Photographs, circa 1925, A-68 (35A) George W. Rappleyea|    |still image
2020-05-28T03:01:28Z|scopes_1941|scopes|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_000416_000442|filename|eng|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1941|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1941/datastream/TN/view|preview|University of Tennessee, Knoxville.  Special Collections|Box 5, Folder 14|    |    |    |    |    |    |    |    |    |    |    |    |Creator|lcnaf| http://id.loc.gov/authorities/names/nr2001023984|Murphy, Jeannette Robinson|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |    |    |    |    |    |dpn|    |    |    |    |Haywood County, NC|text|6/26/2019|    |    |    |reformatted digital|1 pamphlet (4 pages, 9 1/2 in x 6 in)|pamphlets|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|    |Created and edited in general conformance to MODS Guidelines (Version 3.5).|MPA.0136|local|Sue K. Hicks Papers|Collection|host|    |    |Of Monkeys and Men: Public and Private Views from the Scopes Trial|Project|host|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Patriotism|    |    |    |Suggested Codicils to the League of Nations Pact|    |http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"Satire ""to the President of the Society for the Prevention of Cruelty to America,"" concerns postwar global politics."|    |    
2020-05-28T03:01:28Z|scopes_2724|scopes|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_000416_000503|filename|eng|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/scopes%3A2724|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A2724/datastream/TN/view|preview|University of Tennessee, Knoxville.  Special Collections|Box 5, Folder 15|    |    |    |    |    |    |    |    |    |    |    |    |Creator|lcnaf| http://id.loc.gov/authorities/names/no2016128242|Hicks, Sue Kerr, 1895-1980|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |    |    |    |    |    |dpn|    |    |    |    |Dayton, TN|text|6/12/1925|    |    |    |reformatted digital|1 letter (2 pages)|correspondence|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|    |Created and edited in general conformance to MODS Guidelines (Version 3.5).|MPA.0136|local|Sue K. Hicks Papers|Collection|host|    |    |Of Monkeys and Men: Public and Private Views from the Scopes Trial|Project|host|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Scopes, John Thomas--Trials, litigation, etc.|    |    |    |Letter from Hicks & Hicks to William Jennings Bryan|    |http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Discusses possible additional counsel for the trial, reports Stewart's position on trial roles.|    |    
2020-05-28T03:01:28Z|scopes_1579|scopes|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|0012_000416_000395|filename|eng|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1579|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/scopes%3A1579/datastream/TN/view|preview|University of Tennessee, Knoxville.  Special Collections|Box 5, Folder 11|    |    |    |    |    |    |    |    |    |    |    |    |Creator|    |    |Hicks, Herbert E.|    |This letter is very badly wrinkled and somewhat torn.|    |    |    |This object was added to the Digital Preservation Network in November 2017.|dpn|    |    |    |    |    |    |    |    |Dayton, TN|text|8/10/1925|    |    |    |reformatted digital|1 letter (1 page)|correspondence|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|    |Created and edited in general conformance to MODS Guidelines (Version 3.5).|MPA.0136|local|Sue K. Hicks Papers|Collection|host|    |    |Of Monkeys and Men: Public and Private Views from the Scopes Trial|Project|host|    |    |    |    |    |    |    |    |    |    |    |    |    |"Bryan, William Jennings, 1860-1925 | http://id.loc.gov/authorities/names/n80044871"|    |    |    |    |Letter from Hicks & Hicks to T.S. Cordill|    |http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Regrets that copies of Bryan's last speech have not yet arrived, offers to send one when they do if still desired.|    |    
